Number;Start time in milliseconds;End time in milliseconds;"Text"
1865;8958000;8961320;"<i>Davies became convinced</i>
<i>he had no control over his fate</i>"
1866;8961400;8964720;"<i>because his wife was spiking him</i>
<i>with psychoactive drugs</i>"
1867;8965160;8969920;"<i>at the behest of a demon called Pax,</i>
<i>a sort of lion figure,</i>"
1868;8970000;8971280;"<i>he claimed he'd seen in a vision,</i>"
1869;8971360;8973920;"<i>and who ended up</i>
<i>being incorporated into the book.</i>"
1870;8977360;8979320;"<i>It was this that led him to kill her.</i>"
1871;8980200;8984560;"<i>He decapitated her and daubed the</i>
<i>glyph symbol on the walls with her blood.</i>"
1872;8987080;8989080;"<i>After his arrest, he told police</i>"
1873;8989160;8993280;"<i>we exist within</i>
<i>multiple parallel realities at once.</i>"
1874;8993640;8997960;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
1875;8998560;9000800;"<i>Whatever we choose to do</i>
<i>in this existence,</i>"
1876;9000880;9004160;"<i>there’s another one out there</i>
<i>in which we’re doing quite the opposite,</i>"
1877;9004240;9009080;"<i>which renders free will meaningless.</i>
<i>Nothing but an illusion.</i>"
1878;9052680;9055880;"We can't dupe them fast enough.
Everybody wants a bit of Colin Ritman."
1879;9056920;9057800;"[chuckles]"
1880;9057880;9061000;"-Er, where is Colin?
-God knows. He's gone AWOL."
1881;9061080;9062480;"He hasn't come in,
hasn't answered his phone."
1882;9062560;9064080;"Par for the course from him."
1883;9064160;9066240;"He's probably fucked off to Amsterdam
for a spot of gardening."
1884;9066320;9068760;"He'll be back, he always is.
Anyway, come on."
1885;9078920;9082600;"Looking good.
Good thing I doubled on the advertising."
1886;9083120.0001;9083960;"[beeps]"
1887;9088760;9090640;"-That's not...
-[sighs]"
1888;9090720;9093520;"Stefan, mate. This is due today.
You said it was stable."
1889;9093600;9095640;"-It was, it was. I just--
-Just what?"
1890;9096200;9098200;"I added a new path,
the government conspiracy branch."
1891;9098280;9099440;"I thought I'd tied up all the loose ends."
1892;9099520;9101400;"If it's something you've added,
let's just take it out."
1893;9101480;9105840;"-No, it's important.
-Stefan, mate. The deadline is today."
1894;9105920;9109480;"I just need the weekend.
I know I can squeeze this path in."
1895;9109560;9112160;"-It's complicated enough.
-Just the weekend. Please."
1896;9115880;9117520;"-First thing Monday.
-First thing."
1897;9117600;9118440;"OK."
1898;9118920;9121200;"Shit, I've got to run,
meeting the John Menzies guys."
1899;9121880;9125640;"Just don't fuck up.
There's a lot riding on this now."
1900;9125720;9126600;"I know."
1901;9128400;9129240;"[door closes]"
1902;9129960;9130800;"[door opens]"
1903;9132480;9135560;"Er... Colin wanted me to give you this."
1904;9136880;9138040.0001;"[Stefan] What is it?"
1905;9138120.0001;9140960;"He said he taped it off the telly,
to inspire you."
1906;9143880;9146600;"-[Stefan] Do you know where Colin is?
-No. Sorry."
1907;9173600;9175120.0001;"You having a film night?"
1908;9182960;9185680;"[TV jingle]"
1909;9185760;9189000;"<i>-They're great!</i>
<i>-Kellogg's Frosties.</i>"
1910;9194200;9195560;"[man on TV] <i>Towards the end of his life,</i>"
1911;9195640;9200320;"<i>Davies was apparently self-administering</i>
<i>hallucinogens on a daily basis.</i>"
1912;9200400;9202280;"<i>This, coupled with his attempts</i>"
1913;9202360;9205480;"<i>to complete the complex multiple</i>
<i>narratives of</i> Bandersnatch"
1914;9205720;9207800;"<i>was to prove the final straw.</i>"
1915;9208400;9210400;"<i>He became obsessed</i>
<i>with bizarre symbols</i>"
1916;9210480;9213360;"<i>and the limitations</i>
<i>of his own free will.</i>"
1917;9213680;9217160;"<i>In his notes,</i>
<i>Davies repeatedly sketched a glyph</i>"
1918;9217240;9222440;"<i>which to him represented multiple fates,</i>
<i>potential realities splitting in two.</i>"
1919;9223440;9227320;"<i>It was the start</i>
<i>of his complete mental collapse.</i>"
1920;9227600;9230840;"<i>Davies became convinced</i>
<i>he had no control over his fate</i>"
1921;9230920;9234240;"<i>because his wife was spiking him</i>
<i>with psychoactive drugs</i>"
1922;9234680;9239280;"<i>at the behest of a demon called Pax,</i>
<i>a sort of lion figure,</i>"
1923;9239520;9240800;"<i>he claimed he'd seen in a vision,</i>"
1924;9240880;9243520;"<i>and who ended up</i>
<i>being incorporated into the book.</i>"
1925;9246960;9248840;"<i>It was this that led him to kill her.</i>"
1926;9249640;9254040.0001;"<i>He decapitated her and daubed the</i>
<i>glyph symbol on the walls with her blood.</i>"
1927;9256520;9258560;"<i>After his arrest, he told police</i>"
1928;9258640;9262480;"<i>we exist within</i>
<i>multiple parallel realities at once.</i>"
1929;9263240;9267480;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
1930;9268080;9270320;"<i>Whatever we choose to do</i>
<i>in this existence,</i>"
1931;9270400;9273640;"<i>there’s another one out there</i>
<i>in which we’re doing quite the opposite,</i>"
1932;9273720;9278600;"<i>which renders free will meaningless.</i>
<i>Nothing but an illusion.</i>"
1933;9322200;9326360;"We can't dupe them fast enough.
Everybody wants a bit of Colin Ritman."
1934;9326440;9327280;"[laughs]"
1935;9327360;9330520;"-Er, where is Colin?
-God knows. He's gone AWOL."
1936;9330600;9332000;"He hasn't come in,
hasn't answered his phone."
1937;9332080;9333680;"Par for the course from him."
1938;9333760;9335760;"He's probably fucked off to Amsterdam
for a spot of gardening."
1939;9335920;9338360;"He'll be back, he always is.
Anyway, come on."
1940;9348480;9352120.0001;"Looking good.
Good thing I doubled on the advertising."
1941;9358760;9360200;"-That's not...
-[sighs]"
1942;9360280;9363040.0001;"Stefan, mate. This is due today.
You said it was stable."
1943;9363120.0001;9365160;"-It was, it was. I just--
-Just what?"
1944;9365680;9367640;"I added in a new path,
the government conspiracy branch."
1945;9367720;9368960;"Thought I'd tied up the loose ends."
1946;9369040.0001;9370880;"If it's something you've added,
let's just take it out."
1947;9370960;9373240;"-No, it's important.
-Stefan, mate."
1948;9373920;9375360;"The deadline is today."
1949;9375520;9378960;"I just need the weekend.
I know I can squeeze this path in."
1950;9379040.0001;9381680;"-It's complicated enough.
-Just the weekend. Please."
1951;9385400;9387040.0001;"-First thing Monday.
-First thing."
1952;9387440;9388520;"OK."
1953;9388600;9391480;"Shit, I've got to run,
meeting the John Menzies guys."
1954;9391560;9395160;"Just don't fuck up.
There's a lot riding on this now."
1955;9395440;9396280;"I know."
1956;9397880;9398720;"[door closes]"
1957;9399440;9400280;"[door opens]"
1958;9401960;9405080;"Er... Colin wanted me to give you this."
1959;9406600;9407560;"[Stefan] What is it?"
1960;9407640;9410360;"He said he taped it off the telly,
to inspire you."
1961;9413400;9416160;"-[Stefan] Do you know where Colin is?
-No, sorry."
1962;9443040.0001;9444480;"You having a film night?"
1963;9454280;9456080;"<i>Sugar Puffs from Quaker.</i>"
1964;9456600;9458520;"<i>Tell them about the honey... Yummy!</i>"
1965;9463720;9465080;"[man on TV] <i>Towards the end of his life,</i>"
1966;9465160;9469840;"<i>Davies was apparently self-administering</i>
<i>hallucinogens on a daily basis.</i>"
1967;9469920;9471760;"<i>This, coupled with his attempts</i>"
1968;9471840;9475000;"<i>to complete the complex multiple</i>
<i>narratives of</i> Bandersnatch"
1969;9475240;9477280;"<i>was to prove the final straw.</i>"
1970;9477920;9479920;"<i>He became obsessed</i>
<i>with bizarre symbols</i>"
1971;9480000;9482920;"<i>and the limitations</i>
<i>of his own free will.</i>"
1972;9483160;9486680;"<i>In his notes,</i>
<i>Davies repeatedly sketched a glyph</i>"
1973;9486760;9491960;"<i>which to him represented multiple fates,</i>
<i>potential realities splitting in two.</i>"
1974;9492960;9496840;"<i>It was the start</i>
<i>of his complete mental collapse.</i>"
1975;9497120.0001;9500360;"<i>Davies became convinced</i>
<i>he had no control over his fate</i>"
1976;9500440;9503760;"<i>because his wife was spiking him</i>
<i>with psychoactive drugs</i>"
1977;9504200;9508760;"<i>at behest of a demon called Pax,</i>
<i>a sort of lion figure,</i>"
1978;9509040.0001;9510320;"<i>he claimed he'd seen in a vision,</i>"
1979;9510400;9512920;"<i>and who ended up</i>
<i>being incorporated into the book.</i>"
1980;9516440;9518360;"<i>It was this that led him to kill her.</i>"
1981;9519200;9523640;"<i>He decapitated her and daubed the</i>
<i>glyph symbol on the walls with her blood.</i>"
1982;9526080;9528120.0001;"<i>After his arrest, he told police</i>"
1983;9528200;9532280;"<i>we exist within</i>
<i>multiple parallel realities at once.</i>"
1984;9532760;9536960;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
1985;9537600;9539840;"<i>Whatever we choose to do</i>
<i>in this existence,</i>"
1986;9539920;9543160;"<i>there’s another one out there</i>
<i>in which we’re doing quite the opposite,</i>"
1987;9543240;9548200;"<i>which renders free will meaningless.</i>
<i>Nothing but an illusion.</i>"
1988;9594920;9599040.0001;"We can't dupe them fast enough.
Everybody wants a bit of Colin Ritman."
1989;9599120.0001;9599960;"[laughs]"
1990;9600040.0001;9603240;"-Er, where is Colin?
-God knows. He's gone AWOL."
1991;9603320;9604720;"He hasn't come in,
hasn't answered his phone."
1992;9604800;9606240;"Par for the course from him."
1993;9606320;9608480;"He's probably fucked off to Amsterdam
for a spot of gardening."
1994;9608560;9611080;"He'll be back, he always is.
Anyway, come on."
1995;9621280;9624840;"Looking good.
Good thing I doubled on the advertising."
1996;9631440;9632960;"-That's not...
-[sighs]"
1997;9633040.0001;9635760;"Stefan, mate. This is due today.
You said it was stable."
1998;9635840;9637880;"-It was, it was. I just--
-Just what?"
1999;9638440;9640400;"I added in a new path,
the government conspiracy branch."
2000;9640480;9641680;"Thought I'd tied up the loose ends."
2001;9641760;9643600;"If it's something you've added,
let's just take it out."
2002;9643680;9645960;"-No, it's important.
-Stefan, mate."
2003;9646720;9648080;"The deadline is today."
2004;9648160;9651720;"I just need the weekend.
I know I can squeeze this path in."
2005;9651800;9654400;"-It's complicated enough.
-Just the weekend. Please."
2006;9658200;9659760;"-First thing Monday.
-First thing."
2007;9660160;9661240;"OK."
2008;9661320;9663440;"Shit, I've got to run,
meeting the John Menzies guys."
2009;9664280;9667880;"Just don't fuck up.
There's a lot riding on this now."
2010;9668160;9669040.0001;"I know."
2011;9670640;9671480;"[door closes]"
2012;9672200;9673040.0001;"[door opens]"
2013;9674760;9677800;"Er... Colin wanted me to give you this."
2014;9679320;9680280;"[Stefan] What is it?"
2015;9680360;9683200;"He said he taped it off the telly,
to inspire you."
2016;9686120.0001;9688840;"-[Stefan] Do you know where Colin is?
-No, sorry."
2017;9715800;9717280;"You having a film night?"
2018;9727000;9728800;"<i>Sugar Puffs from Quaker.</i>"
2019;9729320;9731240;"<i>Tell them about the honey... Yummy!</i>"
2020;9736400;9737760;"[man on TV] <i>Towards the end of his life,</i>"
2021;9737840;9742560;"<i>Davies was apparently self-administering</i>
<i>hallucinogens on a daily basis.</i>"
2022;9742640;9744520;"<i>This, coupled with his attempts</i>"
2023;9744600;9747720;"<i>to complete the complex multiple</i>
<i>narratives of</i> Bandersnatch"
2024;9747960;9750080;"<i>was to prove the final straw.</i>"
2025;9750160;9752640;"<i>He became obsessed</i>
<i>with bizarre symbols</i>"
2026;9752720;9755560;"<i>and the limitations</i>
<i>of his own free will.</i>"
2027;9755880;9759400;"<i>In his notes,</i>
<i>Davies repeatedly sketched a glyph</i>"
2028;9759480;9764680;"<i>which to him represented multiple fates,</i>
<i>potential realities splitting in two.</i>"
2029;9765600;9769560;"<i>It was the start</i>
<i>of his complete mental collapse.</i>"
2030;9769760;9773080;"<i>Davies became convinced</i>
<i>he had no control over his fate</i>"
2031;9773160;9776480;"<i>because his wife was spiking him</i>
<i>with psychoactive drugs</i>"
2032;9776920;9781520;"<i>at behest of a demon called Pax,</i>
<i>a sort of lion figure,</i>"
2033;9781760;9783040.0001;"<i>he claimed he'd seen in a vision,</i>"
2034;9783120.0001;9785720;"<i>and who ended up</i>
<i>being incorporated into the book.</i>"
2035;9789120.0001;9791080;"<i>It was this that led him to kill her.</i>"
2036;9791920;9796320;"<i>He decapitated her and daubed the</i>
<i>glyph symbol on the walls with her blood.</i>"
2037;9798760;9800440;"<i>After his arrest, he told police</i>"
2038;9800840;9805000;"<i>we exist within</i>
<i>multiple parallel realities at once.</i>"
2039;9805480;9809840;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
2040;9810320;9812560;"<i>Whatever we choose to do</i>
<i>in this existence,</i>"
2041;9812640;9815880;"<i>there’s another one out there</i>
<i>in which we’re doing quite the opposite,</i>"
2042;9815960;9820640;"<i>which renders free will meaningless.</i>
<i>Nothing but an illusion.</i>"
2043;9870360;9872400;"-[splutters]
-[gasps]"
2044;9890360;9891360;"[beeps]"
2045;9936320;9937160;"[beeps]"
2046;9950080;9951400;"[beeps]"
2047;9957280;9958120.0001;"[gasps]"
2048;9962360;9963680;"[gasps]"
2049;9981720;9982720;"[beeps]"
2050;10027720;10028600;"[beeps]"
2051;10203000;10203920;"[splutters]"
2052;10204000;10205400;"[gasps]"
2053;10209920;10211080;"[Stefan] Who's doing this to me?"
2054;10212480;10213960;"I know there's someone there."
2055;10215760;10217000;"Who's there?"
2056;10217840;10219080;"Who are you?"
2057;10221560;10223440;"Just give me a sign."
2058;10224920;10227320;"Oh, come on. If there's someone there,
just give me a sign."
2059;10227400;10228800;"Will you give me a sign?"
2060;10229360;10232600;"I know there's someone there.
Just give me a fucking sign!"
2061;10262560;10264600;"[Colin] <i>Mirrors let you move through time.</i>"
2062;10320200;10322760;"<i>[mum] Yes, and so what, Rabbit is a toy.</i>"
2063;10322840;10324600;"<i>[dad]</i>
<i>A baby's toy that he takes everywhere.</i>"
2064;10324680;10325600;"[mum] <i>He's five.</i>"
2065;10325680;10327800;"[dad] <i>And by five</i>
<i>he should've stopped playing with dolls.</i>"
2066;10327880;10329920;"<i>-</i>[mum] <i>It's not a doll.</i>
<i>-If he takes it to your parents,</i>"
2067;10330000;10332320;"I'm going to have to withstand
another lecture from your dad"
2068;10332400;10334000;"-about permissive child-rearing.
-Oh, for God's sake."
2069;10334080;10337200;"Sorry, look,
I'm going to do something about this."
2070;10352000;10353080;"-[door slams]
-[locking]"
2071;10353160;10354560;"[gasps]"
2072;10359080;10360400;"[Stefan] Who's doing this to me?"
2073;10361640;10363000;"I know there's someone there."
2074;10365160;10366400;"Who's there?"
2075;10367080;10368400;"Who are you?"
2076;10370840;10372600;"Just give me a sign."
2077;10374160;10376520;"Oh, come on. If there's someone there,
just give me a sign."
2078;10376600;10377960;"Will you give me a sign?"
2079;10378520;10381720;"I know there's someone there.
Just give me a fucking sign!"
2080;10411720;10413760;"[Colin] <i>Mirrors let you move through time.</i>"
2081;10469320;10471960;"[mum]<i> Yes, and so what, Rabbit is a toy.</i>"
2082;10472040.0001;10473760;"[dad]
<i>A baby's toy that he takes everywhere.</i>"
2083;10473840;10474800;"[mum] <i>He's five.</i>"
2084;10474880;10476960;"[dad] <i>And by five</i>
<i>he should've stopped playing with dolls.</i>"
2085;10477040.0001;10479080;"-[mum] <i>It's not a doll.</i>
-If he takes it to your parents,"
2086;10479160;10481520;"I'm going to have to withstand
another lecture from your dad"
2087;10481600;10483160;"-about permissive child-rearing.
-Oh, for God's sake."
2088;10483240;10486360;"Sorry, look,
I am going to do something about this."
2089;10501160;10502240;"-[door slams]
-[locking]"
2090;10502320;10503680;"[gasps]"
2091;10508240;10509560;"[Stefan] Who's doing this to me?"
2092;10510840;10512120.0001;"I know there's someone there."
2093;10514320;10515560;"Who's there?"
2094;10516240;10517520;"Who are you?"
2095;10520040.0001;10521760;"Just give me a sign."
2096;10523320;10525680;"Come on. If there's someone there,
just give me a sign."
2097;10525760;10527120.0001;"Will you give me a sign?"
2098;10527680;10530920;"I know there's someone there.
Just give me a fucking sign!"
2099;10559800;10564040.0001;"[Haynes] <i>Perhaps you're feeling intruded</i>
<i>upon because of the anniversary looming.</i>"
2100;10593760;10598120.0001;"[Haynes] <i>Stefan, would you like to talk</i>
<i>about what happened with your mother?</i>"
2101;10604160;10605360;"[gasps]"
2102;10610040.0001;10611320;"[Stefan] Who's doing this to me?"
2103;10612600;10614000;"I know there's someone there."
2104;10616080;10617320;"Who's there?"
2105;10618000;10619360;"Who are you?"
2106;10621840;10623560;"Just give me a sign."
2107;10625120.0001;10627480;"Oh, come on. If there's someone there,
just give me a sign."
2108;10627560;10628920;"Will you give me a sign?"
2109;10629480;10632840;"I know there's someone there.
Just give me a fucking sign!"
2110;10661600;10665880;"[Haynes] <i>Perhaps you're feeling intruded</i>
<i>upon because of the anniversary looming.</i>"
2111;10695480;10699920;"[Haynes] <i>Stefan, would you like to talk</i>
<i>about what happened with your mother?</i>"
2112;10705960;10707200;"[gasps]"
2113;10711840;10713160;"[Stefan] Who's doing this to me?"
2114;10714480;10715880;"I know there's someone there."
2115;10717880;10719120.0001;"Who's there?"
2116;10719800;10721120.0001;"Who are you?"
2117;10723520;10725360;"Just give me a sign."
2118;10726960;10729280;"Oh, come on. If there's someone there,
just give me a sign."
2119;10729360;10730720;"Will you give me a sign?"
2120;10731280;10734560;"I know there's someone there.
Just give me a fucking sign!"
2121;10764600;10765600;"[mum] <i>Stefan?</i>"
2122;10821160;10823760;"[mum] <i>Yes, and so what, Rabbit is a toy.</i>"
2123;10823840;10825600;"[dad]
<i>A baby's toy that he takes everywhere.</i>"
2124;10825680;10826640;"[mum] <i>He's five.</i>"
2125;10826720;10828240;"[dad] <i>And by five</i>
<i>he should've stopped playing with dolls.</i>"
2126;10828320;10830920;"-[mum] <i>It's not a doll.</i>
-If he takes it to your parents,"
2127;10831000;10833360;"I'm going to have to withstand
another lecture from your dad"
2128;10833440;10835000;"-about permissive child-rearing.
-Oh, for God's sake."
2129;10835080;10838200;"Sorry. Look, I am going
to do something about this."
2130;10852760;10853760;"-[door slams]
-[locking]"
2131;10853840;10855160;"[gasps]"
2132;10859760;10861080;"[Stefan] Who's doing this to me?"
2133;10862400;10863800;"I know there's someone there."
2134;10865800;10867040.0001;"Who's there?"
2135;10867680;10869040.0001;"Who are you?"
2136;10871480;10873280;"Just give me a sign."
2137;10874840;10877160;"Oh, come on, if there's someone there,
just give me a sign."
2138;10877240;10878640;"Will you give me a sign?"
2139;10879280;10882640;"I know there's someone there.
Just give me a fucking sign!"
2140;10885800;10887880;"-[beeps]
-[whirring]"
2141;10891320;10892160;"[dad] Stefan?"
2142;10892600;10894720;"-What are you doing?
-I'm not in control."
2143;10895880;10898680;"-I'm not in control.
-What are you talking about? Stefan?"
2144;10900200;10901200;"Stefan, stop it."
2145;10901880;10903320;"Just calm down."
2146;10904000;10904880;"Stefan."
2147;10924640;10926440;"Stefan, mate. This is due today."
2148;10926560;10929160;"I just need the weekend.
I know I can add this new path in."
2149;10929240;10931360;"-First thing Monday.
-First thing."
2150;10935760;10936600;"[door closes]"
2151;10936680;10939120.0001;"-Skip to the next bit.
-What?"
2152;10939520;10941600;"For fuck's sake, I'll skip it for you."
2153;10942960;10945720;"<i>Davies became convinced</i>
<i>he had no control over his fate.</i>"
2154;10946120.0001;10949800;"<i>If you follow that line of thinking</i>
<i>to its logical conclusion,</i>"
2155;10949880;10952520;"<i>then you're absolved of any guilt</i>
<i>from your actions.</i>"
2156;10953080;10954680;"<i>They're not even your actions.</i>"
2157;10955720;10957200;"<i>It's out of your control.</i>"
2158;10957720;10959520;"<i>Your fate has been dictated.</i>"
2159;10960040.0001;10961600;"<i>So, why not commit murder?</i>"
2160;10963440;10964440;"<i>You're not in control.</i>"
2161;11012560;11016840;"[Haynes] <i>Perhaps you're feeling intruded</i>
<i>upon because of the anniversary looming.</i>"
2162;11046440;11050920;"[Haynes] <i>Stefan, would you like to talk</i>
<i>about what happened with your mother?</i>"
2163;11056920;11058240;"[gasps]"
2164;11076240;11077240;"[beeps]"
2165;11107240;11108160;"No!"
2166;11111080;11112560;"Who's doing this to me?"
2167;11113080;11114560;"I know there's someone there."
2168;11116600;11117800;"Who's there?"
2169;11118480;11119800;"Who are you?"
2170;11122240;11124040.0001;"Just give me a sign."
2171;11125520;11127920;"Oh, come on, if there's someone there,
just give me a sign."
2172;11128000;11129400;"Will you give me a sign?"
2173;11130040.0001;11133320;"I know there's someone there.
Just give me a fucking sign!"
2174;11163240;11164280;"[mum] <i>Stefan.</i>"
2175;11219840;11221920;"[mum] <i>Yes, and so what, Rabbit's a toy.</i>"
2176;11222000;11224280;"[dad] <i>A baby's toy</i>
<i>that he takes everywhere.</i>"
2177;11224360;11225200;"[mum] <i>He's five.</i>"
2178;11225280;11226920;"[dad] <i>By five he should've stopped</i>
<i>playing with dolls.</i>"
2179;11227000;11228000;"[mum] <i>It's not a doll.</i>"
2180;11228080;11229600;"If he takes it to your parents,"
2181;11229680;11232080;"I'm going to have to withstand
another lecture from your dad"
2182;11232160;11233680;"-about permissive child-rearing.
-Oh, for God's sake."
2183;11233760;11236880;"Sorry. Look, I am going
to do something about this."
2184;11251440;11252440;"-[door slams]
-[locking]"
2185;11252520;11254000;"[gasps]"
2186;11258200;11259560;"[Stefan] Who's doing this to me?"
2187;11261000;11262520;"I know there's someone there."
2188;11264280;11265560;"Who's there?"
2189;11266240;11267560;"Who are you?"
2190;11270040.0001;11271760;"Just give me a sign."
2191;11273440;11275840;"Oh, come on, if there's someone there,
just give me a sign."
2192;11275920;11277320;"Will you give me a sign?"
2193;11277760;11281120.0001;"I know there's someone there.
Just give me a fucking sign!"
2194;11312200;11313160;"[beeps]"
2195;11325120.0001;11326000;"[beeps]"
2196;11336000;11336960;"[laughs]"
2197;11337040.0001;11338520;"[gasps]"
2198;11342720;11344000;"[Stefan] Who's doing this to me?"
2199;11345520;11347040.0001;"I know there's someone there."
2200;11348800;11350080;"Who's there?"
2201;11350880;11352240;"Who are you?"
2202;11354600;11356480;"Just give me a sign."
2203;11358040.0001;11360400;"Oh, come on, if there's someone there,
just give me a sign."
2204;11360480;11361840;"Will you give me a sign?"
2205;11362280;11365760;"I know there's someone there.
Just give me a fucking sign!"
2206;11380840;11384600;"We can't dupe them fast enough.
Everybody wants a bit of Colin Ritman."
2207;11384680;11386440;"-[Stefan] Where is Colin?
-He's gone AWOL."
2208;11386520;11387720;"Probably fucked off to Amsterdam"
2209;11387800;11389240;"for a spot of gardening,
if you know what I mean."
2210;11389320;11390360;"He'll be back, he always is."
2211;11391040.0001;11392000;"[beeps]"
2212;11392240;11393520;"Mate. This is due today."
2213;11393600;11395680;"I just need the weekend.
I know I can add this new path."
2214;11395760;11399040.0001;"Don't fuck up.
There's a lot riding on this now."
2215;11399120.0001;11400040.0001;"I know."
2216;11400320;11401160;"[door opens]"
2217;11402720;11407160;"Er... Colin wanted me to give you this,
to inspire you."
2218;11408480;11411720;"<i>Davies became convinced</i>
<i>he had no control over his fate.</i>"
2219;11411800;11415680;"<i>because his wife was spiking him</i>
<i>with psychoactive drugs.</i>"
2220;11415760;11417720;"<i>After his arrest, he told police</i>"
2221;11418040.0001;11421920;"<i>we exist within multiple</i>
<i>parallel realities at once.</i>"
2222;11422000;11426520;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
2223;11426600;11428680;"<i>Whatever we choose to do</i>
<i>in this existence,</i>"
2224;11428760;11432200;"<i>there’s another one out there</i>
<i>in which we’re doing quite the opposite.</i>"
2225;11434680;11436640;"I said no and I meant it."
2226;11436720;11438360;"OK, well..."
2227;11439280;11442120.0001;"Remember, Stefan, anytime you need me--"
2228;11442200;11443400;"Just call."
2229;11445440;11446720;"You know the number."
2230;11459800;11460880;"[dad] <i>Stefan.</i>"
2231;11462280;11463840;"Is everything alright?"
2232;11465840;11466720;"[beeps]"
2233;11473120.0001;11476080;"Stefan? Will you talk to me?"
2234;11480560;11482840;"Look, I can't help if you just sit there
and don't speak!"
2235;11483440;11485400;"I said no and I meant it."
2236;11485480;11487080;"OK, well..."
2237;11488040.0001;11490880;"Remember, Stefan, anytime you need me--"
2238;11490960;11492000;"Just call."
2239;11494360;11495680;"You know the number."
2240;11521760;11522720;"[dad] Stefan?"
2241;11523800;11524880;"Will you talk to me."
2242;11529320;11531600;"Look, I can't help if you just sit there
and don't speak!"
2243;11532160;11534160;"I said no and I meant it."
2244;11534560;11536240;"OK, well..."
2245;11536920;11540960;"-Remember, Stefan, anytime you need me--
-Just call."
2246;11543080;11544360;"You know the number."
2247;11562040;11563680;"Is everything alright?"
2248;11567480;11569240;"Stefan, will you talk to me."
2249;11569320;11570880;"Dad, just fuck off!"
2250;11572680;11575280;"Get your coat. We're going for lunch."
2251;11576480;11578400;"I said no and I meant it."
2252;11578920;11580440;"OK, well..."
2253;11581280;11585160;"-Remember, Stefan, anytime you need me--
-Just call."
2254;11587400;11588560;"You know the number."
2255;11606280;11607800;"[dad] Is everything alright?"
2256;11611840;11613520;"Stefan, will you talk to me."
2257;11613600;11615120;"Dad, just fuck off!"
2258;11617040;11619720;"Get your coat. We're going for lunch."
2259;11620640;11622640;"I said no and I meant it."
2260;11623160;11624680;"OK, well..."
2261;11625520;11629400;"-Remember, Stefan, anytime you need me--
-Just call."
2262;11631680;11632920;"You know the number."
2263;11635880;11638160;"["Too shy" playing]"
2264;11823800;11825040;"[knock at door]"
2265;11830840;11831920;"Stefan?"
2266;11833360;11834200;"Tea."
2267;11837680;11840360;"Look, I'm gonna go to the pub
for some lunch."
2268;11840640;11842760;"If you fancy tagging along..."
2269;11843440;11844280;"No, I'm alright."
2270;11846000;11847840;"You didn't have any breakfast."
2271;11847920;11850240;"Dad. I'm fine."
2272;11852520;11853920;"[dad] Is everything alright?"
2273;11860400;11863680;"Stefan, I'm worried about you.
You've been stuck in your room for weeks."
2274;11870080;11871080;"Stefan?"
2275;11872120;11873040;"Will you talk to me?"
2276;11877520;11879800;"Look, I can't help if you just sit there
and don't speak!"
2277;11885320;11886680;"[beeps]"
2278;11892080;11893040;"[gasps]"
2279;11897160;11898960;"-[growls]
-[inhales sharply]"
2280;11903520;11904720;"[Stefan] Who's doing this to me?"
2281;11906080;11907480;"I know there's someone there."
2282;11909560;11910800;"Who's there?"
2283;11911480;11912720;"Who are you?"
2284;11915240;11916880;"Just give me a sign."
2285;11918640;11920960;"Oh, come on, if there's someone there,
just give me a sign."
2286;11921040;11922440;"Will you give me a sign?"
2287;11922920;11926320;"I know there's someone there.
Just give me a fucking sign!"
2288;11933920;11935040;"[beeps]"
2289;11945040;11948040;"-[laughs]
-[inhales sharply]"
2290;11951920;11953120;"[Stefan] Who's doing this to me?"
2291;11954480;11955920;"I know there's someone there."
2292;11958000;11959160;"Who's there?"
2293;11959840;11961160;"Who are you?"
2294;11963640;11965320;"Just give me a sign."
2295;11967040;11969360;"Oh, come on, if there's someone there,
just give me a sign."
2296;11969440;11970880;"Will you give me a sign?"
2297;11971320;11974680;"I know there's someone there.
Just give me a fucking sign!"
2298;12012720;12015920;"[mouths words]"
2299;12041760;12044720;"[Haynes] <i>Now, let's go back</i>
<i>to the beginning.</i>"
2300;12104120;12105400;"[door opens]"
2301;12115480;12118240;"Come on, Stefan. Come on."
2302;12121440;12124320;"-You can find Rabbit later.
-No!"
2303;12125960;12127600;"Stefan, please come with me."
2304;12128160;12129280;"No!"
2305;12148560;12150280;"You weren't supposed to know."
2306;12153000;12154480;"Dad, what is this?"
2307;12156400;12157360;"I'm sorry."
2308;12158040;12159760;"Dad, who are you?"
2309;12163080;12164560;"Talk to me."
2310;12166360;12167840;"Talk to me!"
2311;12175440;12177520;"-[thud]
-[gasp]"
2312;12181800;12183000;"[Stefan] Who's doing this to me?"
2313;12184360;12185800;"I know there's someone there."
2314;12187840;12189040;"Who's there?"
2315;12189720;12191040;"Who are you?"
2316;12193520;12195200;"Just give me a sign."
2317;12196920;12199240;"Oh, come on, if there's someone there,
just give me a sign."
2318;12199320;12200720;"Will you give me a sign?"
2319;12201200;12204600;"I know there's someone there.
Just give me a fucking sign!"
2320;12213240;12214680;"[beeps]"
